,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,688.2337363952557
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,8547.205048625487
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1166.4090150674836
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,10594.956451720689
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,8940.655144478129
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,657.3171939624614
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1852.620209145201
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,971.4060426966955
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8724.60521719061
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,6571.326832730494
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,620.3942772261257
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3267.742460785434
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,697.4273048618704
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1775.308813608816
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,18346.2874468543
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,9987.77481198582
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,745.7389695433022
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5020.548715854288
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,924.5389084784657
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,620.6928979673979
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,301.24149581599517
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2537.2064129438777
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2043.3648423281322
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3035.8881358966432
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9368.061027620855
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5301.150789515504
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1167.204619553252
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8058.792765030094
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3247.1037814282845
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,589.2159231907611
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,856.9916835442186
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2171.5691283872598
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13793.161436783565
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8656.016358581413
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6456.731522564464
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,16022.231728213548
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,875.0928424827259
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1769.5580684390009
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5195.084399703627
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,857.8067130397319
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1046.0652661067024
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,603.7138276432391
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3991.4296470351383
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9077.651477910485
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,942.691913246964
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1432.9392225459776
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2885.7629594872983
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1702.3536697918714
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1944.7167660100845
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2240.40739970783
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4612.747570787013
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,630.9951022971906
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3859.9662153438076
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,8073.41699810477
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2361.88027483598
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5561.431924612013
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1509.2927171681438
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,732.5229015402622
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,899.0693924116938
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,934.7111791699282
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,851.4454705959685
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1855.0748605427748
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8622.808255617607
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1416.5801549843789
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1887.9168253021492
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,618.2115095720198
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,735.8984540811579
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,883.6613215326861
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2796.6659537840164
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,3734.469585476566
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,659.0047593072073
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2583.7097916719463
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1462.7890612180663
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1121.3824381178326
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1074.324415339795
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,8804.677561981878
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,753.4836806907854
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,3871.159669993498
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7901.860034621766
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3437.3047730276717
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1249.8281644137194
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1070.131205184734
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,994.0123584643682
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2333.003550515148
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5355.35410430362
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1497.1825786238203
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3542.6488500070127
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3852.193326443507
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1656.863726683913
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5479.2220680841
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1381.353200831514
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,635.6180547888938
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1654.1190581657493
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2134.2338004410326
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3411.0091587245192
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2646.122790324862
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,581.8019028925593
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1609.0017786080386
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1369.2851252889568
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1383.1218044905136
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8242.650995660339
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,762.8098361688526
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2926.561178413033
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4911.1645405458285
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5345.303533056585
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,11715.515028393116
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,547.0074275187984
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,795.0944072276047
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4744.470194673556
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3126.07029724905
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,2466.276884090044
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1738.256374511119
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5644.7075069680905
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1286.7487005264645
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3358.8909917939964
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13426.3964883596
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4296.644206139311
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3046.621439464547
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,618.5477755290165
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1066.2420424505285
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,585.3103858687988
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,3905.631849815447
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3366.9578144989946
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1625.030550856483
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1882.653037214443
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6261.964296970655
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2244.522733614022
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,18381.455060137883
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,727.357845638901
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,592.6485391966361
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,738.3514152050149
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,713.9675346086107
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1557.4529081205917
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,717.579228320157
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2260.9726432985
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,10311.116458751325
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,897.3644694054531
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,18578.676987749677
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1169.2634481737966
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1309.7328897480243
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2627.828137731335
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4994.5478227216945
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1855.0953124071445
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,697.7270164572873
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1352.2042956419282
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3440.5065217869055
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,997.7318074447556
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,566.648495759042
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14279.74892647562
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2206.877428763635
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6218.587376103439
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,11209.4184808731
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1359.3736904721243
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,997.4011522391022
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2385.557965662394
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1319.0366859080987
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1464.9406270898323
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7185.925808664733
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8317.323546325935
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,792.8952868867318
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,8542.077580666515
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2588.906656644063
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,440.8298573147341
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1628.0053307531032
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1641.664874196782
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4190.952415869826
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6953.208325435233
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1125.9599330146013
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5376.618681831029
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,930.7187459042739
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,979.9882361816292
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10305.208863577047
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1058.3037081831044
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3339.6773786039057
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4023.3389956901924
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,4848.278289501446
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7621.746041109353
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,11071.52457672855
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2256.2873123605136
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,3929.344936481365
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15372.480884092469
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1680.9108937731953
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,722.1716725547138
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5930.60795021123
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1179.9596078833124
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,475.93798304397205
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,439.4200870193341
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1258.8637146257424
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,3212.6192378406004
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3495.781495610711
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5409.905566860161
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,457.83940165166223
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9185.950537544717
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,665.8171639591917
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2422.0174255380184
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1075.4435912744716
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,880.6494780008525
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,15588.256305804189
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,724.1147825523965
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3403.922527080656
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,576.0929163332022
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2176.3532212490104
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,733.7494387841538
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5776.961960552336
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4516.429979957909
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,2836.561488533068
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2713.9703686972816
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3599.529222700431
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,652.7112117635872
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,22384.68757763823
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2659.0042687414084
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4279.269417019176
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5271.712813748447
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4235.37686379981
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2818.4334410579586
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1184.8954284560114
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,865.6256314102724
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4043.746563995976
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,688.614963589571
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3534.0599025115007
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,642.2531971172823
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6459.892118326508
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6134.188855631961
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,630.865748862915
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,417.8166459178288
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2134.423522121473
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,3800.235870377652
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,609.5281361698951
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,9555.645464270645
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2924.227258468715
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6650.253115110436
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1137.4912931938375
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4997.124738323609
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3499.309047071339
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15190.719133360155
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,648.7569832208949
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,555.2326313891353
548,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3130.3083032271998
549,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3382.4325979411997
550,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,3560.874630171411
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,4463.942826502818
552,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,11018.020465253521
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1184.397334022718
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1651.6027937555714
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,713.760656770733
556,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,2869.4478258517215
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,883.0617333449956
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,607.1232474118335
559,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,719.1523541630115
560,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3049.478422254847
561,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4116.692297304781
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3427.078789644785
563,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1251.0349082020698
564,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2333.2739785514896
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,2940.2848912325535
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6626.283267929052
567,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,714.9313815408728
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2813.142616443388
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1690.2365618775682
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,3819.7295379114084
571,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,12300.394615304487
572,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,751.3090297211776
573,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2165.1604306233426
574,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,580.1952968481273
575,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1820.0282549691904
576,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,4055.0249275380934
577,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,677.2271402024245
578,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,692.9159448634862
579,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5181.687486951607
580,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5800.227848073876
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,613.2893063026513
582,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2524.542848517782
583,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,702.570018229929
584,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3378.6973743890694
585,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,761.1800210513045
586,1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9052.001275785336
587,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2926.8489532229923
588,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3012.9511599399734
589,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2572.72281591554
590,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,3793.4422269490997
591,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2308.0002802406566
592,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,475.8846817084611
593,1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4197.060002520251
594,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5767.482042089176
595,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4329.8655190588
596,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,1004.1827011880147
597,0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,1938.138184381161
598,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3221.8747502775063
599,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,712.3367541120115
600,0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3298.8553775838864
601,1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,3730.676942695233
602,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7464.944133465265
603,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6534.06183234665
604,0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1736.0599237999745
605,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2755.4017691576532
606,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1301.3099440928702
607,1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5456.721774933672
608,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,981.9287973118306
609,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,427.8844746307785
610,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,675.0281402254628
611,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3257.8199478729725
612,1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,5629.530526723748
613,1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7150.88504273152
614,2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,16607.260394539768
615,1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4195.056865452889
616,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,877.7908673705518
617,0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,530.1406017943015
618,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3316.4089908355827
619,1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6641.2670644483605
620,1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4467.160892753122
621,1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4442.196165382224
