,carat,cut,color,clarity,depth,table,x,y,z,clarity_mod,color_mod,cut_mod,price_predicted
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,2,3,1,9204.919870365007
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,3,2,2,7788.846192348212
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,2,6,2,5745.975586169214
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,6,3,3,1982.823686248445
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,6,4,4,2220.7350095094207
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,6,5,3,2148.7982199902644
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,3,6,3,600.6253290367131
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,4,1,4,6587.64803900689
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,5,5,3,1823.177733197569
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,5,3,3,1251.3831965544787
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,2,6,1,1278.8372381221006
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,3,5,4,514.8393567892554
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,1,6,1,11641.111501233863
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,2,2,4,7175.436309260545
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,3,6,1,6014.1393719672715
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,3,1,3,10137.22288921573
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,3,4,2,513.2562334694571
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,4,0,4,18157.734341299125
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,2,4,3,5274.71882734695
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,6,2,3,834.7549579640972
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,4,0,4,14847.40693770056
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2,4,1,2319.964072416327
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,0,1,0,3047.644043674445
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,3,2,2,9929.857483630836
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,6,5,3,2120.747570581635
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,2,5,3,10023.695786646796
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,5,6,2,1334.898149437171
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,2,6,3,6037.825994321622
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,2,6,2,965.4597625471442
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,0,2,3,3737.8788987638095
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,1,1,4,9069.804611900983
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,4,3,2,5879.21116610872
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,1,0,3,17740.344563012506
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2,6,2,3121.6560607447163
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,3,3,4,5068.761117613366
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,1,5,4,-450.70163229825266
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,1,0,3,5661.79689574939
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,1,1,3,15551.018919226142
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,7,3,4,1700.4676948090055
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,2,1,4,9139.939530504522
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,4,6,1,1821.0502101518377
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,1,4,2,11020.651841452582
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,1,0,1,12542.202131203838
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,3,6,4,792.6572357391428
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,3,5,2,2021.8500623122854
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,6,5,3,2093.281227580077
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,5,3,4,7945.008851931898
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,2,0,2,8422.151831765583
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,4,4,4,581.5692287434208
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,4,5,2,3722.5970951434356
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,1,2,3,-844.7590618840195
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,3,5,4,2100.082116998262
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,2,2,3,15510.560477049768
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,4,2,4,9010.687894074876
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,6,4,2,1412.0076355105866
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,1,6,3,5754.753987920721
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,6,5,4,2121.391189049731
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,3,3,3,-206.65652297107954
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,3,6,3,-54.0390470215134
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,3,2,4,2613.402689645992
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,4,5,4,2642.028845041089
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,6,1,4,3863.0998257085666
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,6,3,4,8481.488349356483
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,2,5,3,5644.102701770151
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,5,3,4,1542.6043861984858
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,1,4,1,9224.320819696071
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,1,1,2,3990.1095791650437
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,2,1,4,-851.8710637470494
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,3,4,3,523.5778054863413
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,4,2,1,2171.305000218024
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,2,1,2,13528.547384721973
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,3,3,4,8156.917751544359
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,5,3,2,6291.892271052773
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,2,2,3,13872.5923130301
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2,0,2,-468.9065166771161
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,3,5,2,1725.8678502699913
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,3,3,2,5352.949557414914
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,6,5,3,1818.3605360890833
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,6,3,4,1798.5947598708553
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,4,2,3,-171.8209733094618
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,5,3,3,4326.267963753906
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,2,2,3,9140.43883544788
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1,5,2,214.76344745627057
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1,4,4,1192.1727168809248
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,1,1,1,3589.1986893466474
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1,3,0,1300.7117303116802
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1,2,4,1751.6664670996797
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,7,2,4,3350.434404093222
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,2,4,1,4979.695743460683
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,4,2,3,-35.67274574772637
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,1,5,3,4375.29975179037
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,4,4,4,7528.108822217771
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,4,5,1,2893.0191390831897
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,2,6,4,6106.109224077412
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,5,1,2,1547.0214314873806
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,7,2,4,1478.003471983162
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,2,3,3,8.358514232536436
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,7,3,4,2043.9352625612182
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,7,2,3,1495.2461706709973
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,5,3,3,2310.0112301997615
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,7,3,4,8129.456859099566
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,6,3,3,2116.53078437994
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,4,5,4,2554.6591617251843
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,5,2,3,288.62979129491396
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,4,5,4,1042.1497928896538
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,4,1,4,398.44059413018385
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2,6,3,3291.4235219478905
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,1,0,4,5293.610609975194
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,4,2,3,90.44062896347123
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3,2,1,2782.877247669187
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,6,4,4,2509.2688350814924
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,4,3,4,1082.3456011649664
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,4,4,4,1237.9635771794792
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,2,2,2,9021.10701847266
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,3,5,4,687.2192062938111
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,1,3,4,4454.798988662949
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,3,3,3,7419.97500289083
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,5,3,4,3994.765427113576
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,2,3,3,543.6304304245245
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,5,5,4,1892.5254834090401
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,6,4,4,1921.4924140103158
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,1,5,4,2741.8472750181463
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,1,2,4,6361.806233497107
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,6,4,3,2488.909579690666
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3,1,3,3835.63639674786
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,0,6,3,5814.236913861573
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,3,5,2,1832.3067888231471
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,2,5,2,5874.774250190464
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,5,6,4,2486.3576862931313
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,3,4,4,141.65986591573164
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,7,4,4,3029.182079383564
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,4,5,4,2698.6842414633325
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,5,6,3,4335.478716031223
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,5,1,1,2848.2263682677385
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,3,4,1,-279.13019787609846
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,3,5,2,1719.3534369839817
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1,2,4,797.4027509203679
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,2,3,4,873.1775956546007
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,3,0,4,9502.293116216642
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,5,5,4,1485.5152886321557
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3,5,2,3299.0748245661653
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,3,5,4,5274.644858090583
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,2,6,2,5716.519137893212
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,2,4,4,10451.058434689237
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,2,4,4,-313.72332792236375
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,2,3,4,-3.313292928059127
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,1,6,3,5616.916369151387
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3,5,4,3514.8170369626782
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,0,1,3,3697.300623904845
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,3,4,4,1887.0937446355933
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,3,4,3,5736.03529769705
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,2,2,3,610.3384769565455
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,1,2,1,3697.5444082273248
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,1,2,4,13678.24237069746
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,1,3,2,4896.7281154788325
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,2,4,4,3351.5497029072912
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,3,2,3,-487.309737654793
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,3,4,4,1021.4872509535758
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,3,4,4,173.94772916117745
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,1,5,1,4855.083942572108
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3,5,3,3681.5543290948876
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2,5,2,1480.5210397082537
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,4,5,4,2480.8171515820186
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,5,3,2,6217.283968838891
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,5,5,2,3193.823105955754
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,3,2,4,14556.888203068072
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,3,5,4,597.4016422598779
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,2,6,3,166.1770779282051
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,3,4,3,259.2567296692014
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,4,3,4,433.95421208050493
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1,1,2,1082.5161233471308
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,4,5,3,878.9178739172385
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,1,4,3,2305.4143306813553
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,4,4,3,8872.148237866506
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,7,3,4,1870.8043131831746
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,3,2,4,14615.7416597988
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,2,2,4,463.4057406630045
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2,3,2,592.4769117421665
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2,3,4,2666.6331926033927
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,3,2,3,5043.774749331489
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,4,3,4,1959.3235280703761
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,2,5,4,143.3379707516333
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,2,2,4,829.8041626114368
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3,6,3,3975.8263525150082
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,3,0,4,337.6036955963
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,2,3,2,-867.475655609016
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,2,1,1,14219.158420699892
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,4,5,4,2805.715333912764
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,3,5,4,6230.505138591437
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,6,3,4,9262.301927478446
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,2,5,2,1039.7473779662137
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,3,4,3,663.6945540615834
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,3,5,4,2821.9647486174736
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,5,4,4,1870.7502438516312
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,3,3,4,1311.1744208707478
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,3,5,3,6985.144998994394
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,3,4,4,7821.123207578266
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,4,4,4,871.8883427941992
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,2,2,1,8954.592053216526
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2,4,3,2700.4427751833987
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,5,4,4,749.2097235553247
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1,5,3,1515.2029582811656
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,5,1,1,1555.730262954975
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,2,4,4,4595.305862243751
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,2,5,2,7299.506084716848
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1,2,4,285.3396768392149
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,2,4,1,5674.770958811631
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1,2,3,-259.14076226665384
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,6,3,4,1681.291596657681
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,5,3,3,8875.364236933561
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,7,1,4,1813.480274044733
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,1,2,1,3964.464738090889
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,1,5,1,4793.208708676253
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,2,5,1,5218.49919606763
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,4,2,3,7177.911796864215
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,3,2,3,9885.039550607784
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,5,3,4,2867.9231305710705
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,2,3,4,4192.578389043059
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,1,1,3,16096.207062450812
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2,3,2,1216.3738328939626
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,6,2,2,913.3108004493479
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,3,5,3,5955.647596203151
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,3,5,4,1294.8051143888274
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,7,3,4,1326.2226365486677
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,5,6,1,780.7124913734397
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,2,3,4,793.3070364558794
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,1,2,1,4194.450232939806
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4,6,3,4216.417605913676
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,1,3,2,6368.699086662798
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,2,3,2,-954.1685513006378
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,2,2,2,9303.304371782286
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,3,3,4,19.280685812060256
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,4,6,4,3334.1291774832944
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,2,6,4,1074.8012176594784
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,2,3,4,58.41579315952913
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,3,1,2,14003.141767354235
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,5,3,4,923.0969461589393
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,2,1,0,3430.0230397327846
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,2,5,4,99.69291459666874
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,4,0,1,2511.593634603657
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,1,5,1,-166.632303810577
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,2,3,3,5987.716766466183
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,1,4,2,5211.224713802519
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,5,1,4,3389.15453944036
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2,5,4,3042.4037414156633
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,5,0,3,4400.459515736637
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,3,4,1,-93.00982194155768
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,1,4,4,18532.75843065074
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,4,3,4,2973.610488988843
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,1,6,2,5207.313573277186
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,2,5,2,5403.732341706731
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,1,4,4,4973.836949943162
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2,3,1,2808.1311152092103
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,3,5,4,1312.075029805807
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,1,4,3,-148.05892595063415
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4,5,4,4606.805771195226
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,4,6,2,982.5215442528661
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3,5,3,3768.624353693648
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,3,4,4,181.91807870743924
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,1,1,3,8006.6925801838715
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4,1,3,6332.7166970102935
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,4,3,4,255.031742587802
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,7,2,2,706.8271254437213
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2,2,2,1920.3149422867668
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,1,3,3,4540.349845278038
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,7,5,1,1867.6859899094134
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,5,3,3,8500.861653022095
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2,5,2,3137.691082203949
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,3,3,4,6483.342904855178
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,3,0,2,456.49859815631
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4,3,3,5018.106548659444
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,1,2,2,4051.2828961300884
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,1,2,2,15126.911004458669
